id_estacao,data,temp_max,temp_min,precipitacao_mm,umidade
E005,2023-01-12,28.6,24.9,18.5,91
E005,2023-08-11,35.9,31.6,20.4,80
D004,2023-02-18,22.1,14.1,0.0,83
E005,2023-10-22,36.5,31.0,0.0,91
D004,2023-09-12,22.1,9.3,0.0,51
A001,2023-02-14,30.4,16.5,10.1,65
D004,2023-11-27,27.8,15.7,7.3,65
A001,2023-04-09,21.5,10.2,0.0,81
E005,2023-03-06,34.9,31.1,0.0,92
E005,2023-08-11,34.9,30.4,0.0,78
C003,2023-04-01,33.9,25.1,0.0,35
D004,2023-07-15,22.3,15.5,0.0,40
E005,2023-06-28,32.6,27.3,18.4,71
C003,2023-07-20,22.4,10.8,0.0,76
D004,2023-01-15,21.4,10.3,0.0,60
C003,2023-11-09,29.3,24.0,12.4,31
E005,2023-03-31,33.5,28.3,0.0,94
D004,2023-01-18,31.0,17.3,23.1,32
B002,2023-01-12,34.1,25.3,0.0,75
E005,2023-07-11,31.3,24.3,0.0,93
A001,2023-08-30,29.3,18.4,0.0,55
D004,2023-03-20,34.4,19.5,0.0,56
B002,2023-12-06,25.6,11.8,0.0,35
D004,2023-12-11,29.8,20.0,0.0,71
C003,2023-10-12,34.4,29.3,0.0,61
E005,2023-06-29,28.9,23.0,15.6,84
A001,2023-07-09,29.2,16.4,8.5,50
A001,2023-08-01,23.6,12.2,0.0,65
D004,2023-03-24,20.9,8.5,15.6,35
A001,2023-10-16,27.3,16.0,0.0,52
D004,2023-12-18,20.8,11.6,0.0,73
B002,2023-11-25,25.0,11.0,18.9,41
E005,2023-06-14,35.0,27.5,0.0,90
A001,2023-01-08,30.0,23.4,0.0,31
D004,2023-12-10,33.4,20.8,0.0,75
D004,2023-01-28,29.6,21.0,10.9,37
D004,2023-08-23,27.4,12.8,5.9,49
E005,2023-06-23,31.2,27.0,23.6,90
D004,2023-01-11,27.8,20.7,0.0,83
B002,2023-11-12,20.3,9.2,8.1,53
D004,2023-04-29,20.6,15.1,0.0,61
C003,2023-12-16,31.8,21.1,0.0,40
B002,2023-06-12,27.6,17.0,0.0,57
E005,2023-08-17,37.6,30.4,0.0,91
A001,2023-07-02,23.0,14.5,0.0,45
E005,2023-08-05,37.2,31.1,10.2,94
A001,2023-06-25,32.0,27.0,0.0,80
B002,2023-12-05,31.5,25.9,0.0,64
D004,2023-07-02,20.8,7.7,22.5,73
C003,2023-06-01,24.3,17.7,0.0,39
A001,2023-09-28,22.9,10.9,20.9,53
B002,2023-11-27,25.3,13.2,0.0,71
B002,2023-02-08,28.5,18.3,22.2,74
C003,2023-05-28,27.4,15.8,0.0,80
C003,2023-08-23,31.0,25.0,17.3,76
D004,2023-12-22,21.9,8.6,0.0,75
C003,2023-04-16,29.1,19.6,24.4,40
B002,2023-01-02,33.0,27.9,0.0,41
B002,2023-01-15,29.4,17.4,0.0,79
C003,2023-07-17,22.5,11.1,6.2,42
B002,2023-04-05,25.4,14.6,15.9,62
E005,2023-09-24,36.1,30.1,0.0,76
D004,2023-05-14,22.9,12.0,0.0,35
A001,2023-01-09,26.1,12.7,0.0,70
A001,2023-04-12,26.3,17.5,16.4,49
C003,2023-10-24,20.2,15.1,18.6,54
E005,2023-05-15,32.0,27.5,0.0,70
D004,2023-11-08,22.2,7.7,0.0,33
C003,2023-03-21,33.0,18.4,0.0,56
B002,2023-01-14,25.1,16.9,0.0,81
E005,2023-01-29,32.7,25.0,0.0,87
E005,2023-10-11,34.6,29.1,0.0,71
E005,2023-04-07,35.2,30.1,0.0,73
D004,2023-08-25,22.8,10.2,2.6,78
B002,2023-10-05,33.1,20.0,0.0,37
C003,2023-10-26,28.9,22.7,0.0,70
E005,2023-05-06,33.4,27.3,0.0,94
B002,2023-02-27,24.2,9.4,11.1,60
D004,2023-07-24,28.0,13.9,0.0,61
E005,2023-09-02,37.2,31.8,6.9,93
D004,2023-01-17,34.3,21.1,0.0,68
B002,2023-09-19,34.9,26.1,0.0,37
C003,2023-09-20,25.3,14.9,0.0,48
D004,2023-05-08,32.1,18.5,0.0,64
D004,2023-01-14,34.6,19.8,0.0,30
D004,2023-12-31,29.1,15.4,0.0,39
D004,2023-09-10,25.8,10.9,0.0,83
C003,2023-04-02,30.1,19.6,0.0,76
B002,2023-09-03,32.1,18.0,0.0,64
C003,2023-06-03,29.9,19.5,0.0,76
C003,2023-01-14,33.7,24.1,0.0,44
B002,2023-07-02,20.6,14.2,16.0,43
E005,2023-03-29,35.6,28.8,0.0,76
C003,2023-02-17,20.9,8.2,22.1,78
E005,2023-05-17,32.6,27.1,0.0,82
A001,2023-04-02,23.3,12.2,24.1,51
E005,2023-11-30,29.8,24.1,0.0,71
D004,2023-07-08,32.3,18.6,0.0,31
E005,2023-01-26,37.0,29.3,0.0,80
A001,2023-10-14,21.8,7.1,0.0,35
B002,2023-06-05,25.0,16.8,0.0,64
E005,2023-07-16,30.1,25.5,0.0,95
E005,2023-01-03,34.0,30.1,0.0,84
B002,2023-02-25,23.9,13.8,0.0,41
B002,2023-04-12,34.9,20.1,20.1,30
E005,2023-02-06,29.2,24.4,0.0,75
B002,2023-04-04,20.1,6.2,0.0,46
A001,2023-02-24,21.9,14.7,0.0,41
A001,2023-02-28,32.2,26.0,18.0,55
B002,2023-08-26,31.5,20.5,0.0,53
D004,2023-06-01,23.5,17.2,0.0,48
E005,2023-08-04,37.8,34.5,8.6,83
A001,2023-01-09,25.2,18.6,16.5,30
D004,2023-07-24,22.2,16.6,0.0,60
B002,2023-04-24,21.8,11.4,22.1,69
A001,2023-01-14,21.2,8.9,0.0,30
D004,2023-10-02,30.0,15.3,0.0,37
D004,2023-02-20,20.9,14.1,0.0,56
B002,2023-10-08,31.6,22.5,0.0,45
C003,2023-03-26,33.6,18.7,2.5,34
E005,2023-07-24,28.3,23.6,0.0,75
C003,2023-10-25,33.9,24.3,0.0,59
D004,2023-05-21,22.2,9.1,0.0,52
A001,2023-06-23,29.4,23.3,0.0,73
C003,2023-06-13,26.2,20.1,0.0,81
A001,2023-08-01,34.8,23.5,0.0,51
C003,2023-07-15,21.4,7.9,0.0,48
A001,2023-03-24,31.1,22.2,0.0,70
D004,2023-04-09,22.0,11.6,0.0,35
C003,2023-07-10,20.1,14.6,14.5,82
A001,2023-03-25,24.9,18.8,0.0,50
A001,2023-01-22,21.4,10.0,9.6,37
D004,2023-07-16,24.8,11.5,0.0,50
B002,2023-02-27,23.6,17.5,0.0,70
D004,2023-04-22,30.5,21.8,11.4,77
C003,2023-04-26,31.6,23.2,0.0,74
D004,2023-09-03,22.2,8.5,0.0,50
C003,2023-03-26,24.9,10.9,0.0,55
E005,2023-08-04,33.4,25.8,14.7,78
B002,2023-12-15,22.3,13.2,0.0,49
A001,2023-12-26,29.2,20.4,11.9,37
E005,2023-10-31,28.7,22.0,0.0,87
B002,2023-05-16,29.7,20.5,1.3,34
C003,2023-11-27,26.2,14.7,0.0,79
B002,2023-01-20,21.9,7.9,0.0,33
A001,2023-12-24,24.5,19.5,0.0,31
C003,2023-03-28,20.4,11.2,0.0,45
B002,2023-05-30,32.4,26.3,22.1,77
B002,2023-06-25,22.7,14.4,0.0,73
B002,2023-06-29,21.2,13.5,0.3,66
A001,2023-12-01,34.7,22.6,0.0,32
A001,2023-12-19,34.7,24.9,0.0,43
A001,2023-05-17,26.3,12.1,1.5,48
A001,2023-04-21,29.3,22.4,0.0,72
D004,2023-12-15,31.7,26.6,0.0,76
E005,2023-03-20,36.5,32.5,0.0,94
C003,2023-12-18,33.4,25.4,0.0,64
E005,2023-03-09,29.6,25.9,0.0,89
B002,2023-12-01,26.5,17.3,6.7,81
C003,2023-05-13,34.5,23.3,0.0,85
A001,2023-01-04,33.5,23.0,0.0,57
E005,2023-08-28,30.5,22.8,0.0,81
C003,2023-06-28,21.2,15.9,17.4,81
B002,2023-02-27,32.3,22.9,15.7,43
D004,2023-08-07,26.2,15.5,21.3,33
A001,2023-01-13,27.4,20.2,0.0,84
B002,2023-02-26,24.8,10.0,0.0,31
D004,2023-01-28,24.9,10.6,0.0,50
D004,2023-02-13,27.3,20.4,0.0,55
B002,2023-05-02,27.2,17.3,0.0,30
A001,2023-02-21,27.2,13.5,0.0,73
D004,2023-04-09,21.2,10.1,0.0,43
A001,2023-03-21,34.7,27.1,0.0,34
E005,2023-01-02,31.8,26.4,8.9,90
A001,2023-04-13,29.8,19.9,0.0,61
E005,2023-04-22,34.8,28.7,0.0,75
A001,2023-11-25,22.4,13.9,4.6,32
E005,2023-02-21,32.1,27.1,0.0,75
C003,2023-08-16,27.2,21.3,20.4,56
C003,2023-02-20,20.9,7.8,0.0,59
D004,2023-11-10,23.4,9.2,0.0,50
B002,2023-11-26,23.6,14.6,0.0,70
C003,2023-02-03,23.8,16.9,0.0,66
D004,2023-10-01,23.8,16.4,0.0,64
C003,2023-12-07,23.0,15.8,0.0,68
E005,2023-09-11,31.8,25.5,0.0,86
E005,2023-07-15,28.4,23.6,18.3,73
E005,2023-03-08,35.2,29.4,0.0,89
D004,2023-01-13,28.1,13.7,2.4,62
B002,2023-08-16,25.9,13.8,0.0,61
B002,2023-01-23,33.8,28.6,0.0,61
D004,2023-09-05,30.8,23.8,0.0,47
D004,2023-11-05,32.3,18.5,0.0,42
B002,2023-05-14,31.4,18.8,0.0,80
A001,2023-07-13,28.7,14.9,3.8,52
E005,2023-08-22,34.7,31.2,0.0,90
C003,2023-09-21,22.1,16.1,3.2,42
D004,2023-12-27,28.3,17.0,0.0,67
D004,2023-07-28,32.8,17.9,0.0,61
B002,2023-12-01,34.5,22.1,0.0,32
B002,2023-07-30,30.4,22.4,13.9,41
D004,2023-07-02,23.9,10.3,15.9,36
C003,2023-02-16,34.5,23.8,0.0,53
D004,2023-04-01,22.7,11.9,12.3,30
C003,2023-10-31,27.7,18.9,0.0,75
E005,2023-11-23,32.4,27.3,0.0,88
E005,2023-12-23,30.3,26.1,6.9,92
D004,2023-02-24,23.3,16.7,0.0,44
D004,2023-05-29,29.6,16.3,0.0,51
E005,2023-07-08,36.1,31.3,10.5,91
B002,2023-06-25,21.3,12.3,20.7,33
A001,2023-04-14,26.2,13.2,4.6,49
D004,2023-12-05,24.3,17.6,0.0,84
D004,2023-07-04,25.2,13.0,1.8,42
C003,2023-03-31,26.8,21.7,0.0,85
E005,2023-07-18,31.6,26.0,22.2,71
E005,2023-09-14,37.1,31.9,0.0,72
D004,2023-10-12,30.2,20.7,0.0,78
A001,2023-08-25,22.2,10.8,0.0,40
A001,2023-06-06,34.6,24.4,9.0,59
B002,2023-02-21,24.8,19.0,0.0,39
A001,2023-08-14,23.8,14.4,0.0,64
A001,2023-12-14,21.9,8.1,0.0,51
E005,2023-12-06,28.8,25.7,0.0,74
A001,2023-04-17,34.9,26.2,0.0,82
D004,2023-06-17,23.9,10.3,14.5,34
B002,2023-09-22,31.0,19.7,0.0,35
D004,2023-03-01,28.3,18.9,0.0,82
C003,2023-10-31,25.7,14.8,0.0,59
B002,2023-08-29,26.3,13.7,0.0,42
E005,2023-05-21,35.8,31.1,0.0,87
E005,2023-12-30,35.6,30.9,0.0,77
D004,2023-02-07,32.5,27.4,0.0,42
D004,2023-12-14,20.8,9.6,0.0,62
E005,2023-03-16,33.8,29.3,0.0,88
E005,2023-12-18,38.0,31.8,0.0,82
B002,2023-12-24,29.3,22.9,0.0,51
A001,2023-07-31,20.3,9.6,0.0,60
D004,2023-06-09,30.3,19.7,0.0,37
E005,2023-08-31,30.0,23.2,3.1,84
A001,2023-09-05,26.8,21.3,23.0,70
E005,2023-06-04,28.6,25.4,0.0,80
B002,2023-09-18,29.2,21.0,22.3,74
A001,2023-03-14,21.3,12.1,10.6,56
C003,2023-10-21,23.7,18.1,15.5,34
B002,2023-06-20,23.0,10.0,0.0,67
D004,2023-04-18,22.4,8.4,0.0,40
D004,2023-09-05,23.7,12.2,0.8,31
B002,2023-05-16,25.8,11.7,13.2,85
D004,2023-08-17,31.4,20.5,0.0,75
E005,2023-05-19,36.2,33.0,14.9,92
B002,2023-06-30,29.2,15.6,0.0,65
E005,2023-12-28,34.9,31.1,18.5,71
E005,2023-04-22,28.4,22.7,0.0,76
D004,2023-07-27,33.1,21.2,0.0,65
A001,2023-08-17,31.4,25.7,0.0,67
C003,2023-07-06,28.8,14.0,0.0,53
C003,2023-04-10,32.6,18.2,0.0,54
A001,2023-11-29,28.8,20.0,0.0,66
B002,2023-10-09,21.2,9.4,0.0,31
B002,2023-09-11,32.2,21.7,0.0,76
A001,2023-10-01,34.0,20.8,0.0,65
C003,2023-01-16,28.0,16.7,0.0,50
C003,2023-04-23,32.8,19.8,0.0,73
B002,2023-04-29,29.3,15.0,0.0,55
D004,2023-04-15,21.0,8.6,0.0,36
C003,2023-08-22,28.6,18.5,0.0,49
C003,2023-03-09,20.6,6.0,0.0,34
E005,2023-12-03,28.6,24.3,12.2,79
E005,2023-09-13,33.1,25.8,0.0,81
C003,2023-04-12,29.1,20.5,0.0,83
C003,2023-05-11,30.2,16.8,0.0,82
B002,2023-12-30,29.7,20.8,0.0,36
C003,2023-08-15,25.9,15.1,0.0,61
D004,2023-04-15,21.6,16.3,19.1,68
A001,2023-04-23,22.6,11.7,0.0,84
D004,2023-12-19,33.9,24.5,10.0,33
B002,2023-04-17,29.0,19.4,0.0,78
A001,2023-12-02,26.1,13.8,0.0,44
E005,2023-01-26,30.6,22.7,0.0,82
E005,2023-07-11,38.0,33.5,0.0,92
B002,2023-06-10,30.9,20.0,0.0,64
D004,2023-11-05,31.3,24.3,0.0,47
E005,2023-05-10,33.0,25.1,0.0,88
D004,2023-09-11,23.7,12.8,0.0,41
E005,2023-02-07,31.2,25.7,8.1,91
B002,2023-12-05,21.8,9.7,8.7,59
D004,2023-03-16,24.7,19.5,5.5,47
B002,2023-04-06,21.9,8.9,0.0,84
A001,2023-12-02,29.5,19.5,5.7,32
A001,2023-11-16,20.3,14.0,0.0,61
B002,2023-11-03,21.7,16.0,0.0,36
E005,2023-12-27,35.7,28.6,0.0,94
D004,2023-12-29,25.3,18.3,0.0,60
D004,2023-05-03,28.8,19.6,24.4,54
E005,2023-05-02,35.1,28.4,0.0,74
A001,2023-10-22,32.3,25.9,0.0,55
C003,2023-08-30,30.0,20.2,0.0,77
A001,2023-01-28,26.9,13.8,22.7,49
A001,2023-07-07,34.2,23.9,0.0,37
E005,2023-02-14,32.8,28.5,13.7,85
B002,2023-08-23,24.1,13.1,2.6,36
D004,2023-01-15,34.5,29.5,0.0,70
C003,2023-09-27,34.4,23.4,0.0,77
A001,2023-06-21,26.2,16.9,0.0,79
A001,2023-06-15,30.5,17.0,0.0,72
D004,2023-06-04,20.3,13.4,0.0,40
D004,2023-09-26,28.4,21.2,0.0,49
C003,2023-03-29,23.1,9.7,0.0,84
D004,2023-10-20,26.1,19.8,9.8,70
A001,2023-09-19,32.5,20.8,0.0,81
A001,2023-05-30,34.1,22.0,0.0,38
E005,2023-11-05,33.7,28.4,1.4,93
D004,2023-06-20,25.0,19.0,19.6,53
E005,2023-12-11,29.7,22.2,0.0,89
B002,2023-10-23,31.4,22.1,17.6,51
A001,2023-05-20,27.1,14.0,17.2,54
E005,2023-08-26,37.1,29.7,0.0,76
D004,2023-05-31,30.1,24.1,0.0,49
D004,2023-11-25,23.7,13.8,13.8,78
C003,2023-11-17,24.4,12.3,2.2,85
A001,2023-02-27,31.0,24.2,11.1,65
B002,2023-10-06,26.5,19.8,0.0,32
E005,2023-02-06,33.7,26.5,5.9,92
A001,2023-10-18,21.3,11.9,0.0,34
A001,2023-06-16,21.6,7.7,13.7,52
D004,2023-03-22,23.4,9.7,20.7,38
E005,2023-10-29,30.5,26.8,0.0,76
A001,2023-12-28,34.3,24.3,0.0,69
B002,2023-03-31,23.1,11.7,0.0,38
E005,2023-12-17,34.0,26.0,0.0,90
C003,2023-06-06,22.1,9.3,0.0,69
D004,2023-01-07,25.0,15.7,0.0,40
E005,2023-04-15,28.9,24.7,13.8,92
E005,2023-10-23,36.5,30.8,6.4,85
B002,2023-12-21,28.7,19.8,0.0,37
D004,2023-07-05,29.3,18.5,0.0,68
B002,2023-03-23,33.3,22.3,0.0,62
E005,2023-08-21,28.6,23.7,0.0,80
E005,2023-12-24,29.6,22.3,0.0,70
E005,2023-02-18,31.8,27.9,0.0,81
B002,2023-04-09,24.4,10.0,0.0,56
C003,2023-08-17,28.1,19.9,0.0,82
A001,2023-12-07,26.7,13.7,0.0,49
E005,2023-02-28,36.2,31.7,23.4,81
C003,2023-01-28,27.8,22.3,0.0,72
E005,2023-03-31,34.0,27.9,22.9,86
B002,2023-03-16,30.8,19.5,24.8,46
B002,2023-09-03,32.6,25.3,19.3,37
D004,2023-03-09,31.9,25.2,0.0,36
A001,2023-08-02,26.5,20.4,0.0,46
C003,2023-01-30,20.2,7.1,15.4,43
B002,2023-12-12,28.0,13.5,11.8,70
A001,2023-05-23,25.3,16.2,0.0,52
E005,2023-10-06,33.3,28.4,0.0,83
A001,2023-10-04,33.2,24.6,5.7,59
B002,2023-01-20,20.3,6.9,11.0,83
C003,2023-04-08,30.5,20.2,0.0,61
A001,2023-12-27,32.6,24.2,6.6,63
B002,2023-01-19,28.2,21.9,12.9,31
C003,2023-08-13,27.3,22.2,0.0,64
E005,2023-09-03,31.3,26.1,0.0,91
E005,2023-08-31,36.4,29.6,17.2,75
B002,2023-05-27,28.7,19.6,0.0,60
C003,2023-04-24,22.7,8.7,8.4,35
A001,2023-11-01,28.2,14.3,0.0,48
C003,2023-09-03,23.2,11.7,5.3,65
B002,2023-06-11,24.8,18.9,0.0,33
C003,2023-02-08,25.4,13.9,0.0,58
C003,2023-04-03,27.3,18.9,0.0,40
A001,2023-03-04,25.3,14.0,7.4,32
D004,2023-05-29,24.1,9.2,16.9,77
A001,2023-06-26,29.1,14.5,0.0,36
A001,2023-09-24,25.0,14.1,5.9,35
E005,2023-10-14,35.6,31.9,22.4,74
D004,2023-07-21,31.5,26.4,0.0,57
A001,2023-12-14,30.4,21.1,0.0,49
D004,2023-08-17,23.3,10.9,0.0,43
B002,2023-08-22,27.8,20.4,0.0,69
B002,2023-09-01,20.6,11.6,14.3,68
D004,2023-12-07,27.8,19.2,0.0,35
E005,2023-10-04,33.1,26.6,0.0,82
D004,2023-03-09,31.1,17.8,0.0,54
E005,2023-08-14,34.1,27.2,5.0,88
C003,2023-11-30,26.3,16.7,7.4,57
E005,2023-04-10,28.1,20.6,0.0,90
D004,2023-11-23,20.5,13.5,0.0,31
A001,2023-09-14,29.9,24.4,0.0,34
C003,2023-03-20,32.9,18.2,0.0,44
C003,2023-10-28,32.9,26.3,0.0,45
B002,2023-08-16,23.3,17.6,13.9,60
B002,2023-02-14,20.8,9.5,0.0,32
A001,2023-10-27,28.1,15.9,0.0,79
A001,2023-05-06,34.7,28.1,0.0,60
C003,2023-11-20,25.9,19.3,0.0,67
E005,2023-02-28,32.4,27.1,0.0,90
B002,2023-05-06,25.0,16.8,0.0,46
C003,2023-04-08,20.5,13.0,16.0,72
B002,2023-10-01,34.0,28.0,2.9,55
B002,2023-01-16,34.3,20.7,0.0,66
C003,2023-05-13,26.9,20.8,0.0,72
E005,2023-11-07,33.1,26.4,0.0,83
D004,2023-12-06,34.6,22.0,11.0,33
B002,2023-02-21,31.3,25.4,8.3,41
A001,2023-02-10,34.5,21.1,0.0,44
B002,2023-04-24,30.5,17.7,21.7,69
B002,2023-11-20,33.4,24.8,23.1,35
D004,2023-03-19,32.7,22.5,0.0,53
A001,2023-09-14,20.7,15.0,0.0,66
D004,2023-02-26,21.2,15.3,0.0,49
E005,2023-10-13,31.5,25.9,15.4,95
E005,2023-07-27,29.5,26.2,0.0,89
B002,2023-01-17,26.1,17.4,0.0,35
D004,2023-09-24,27.4,21.7,5.8,71
A001,2023-04-06,20.6,6.0,0.0,45
D004,2023-08-25,33.3,20.2,0.0,83
D004,2023-12-16,31.6,17.0,0.0,81
A001,2023-09-05,21.8,14.4,5.0,77
E005,2023-02-02,32.9,28.8,0.0,81
E005,2023-11-01,34.2,26.9,0.0,70
D004,2023-02-20,21.6,14.1,24.1,61
C003,2023-04-01,28.9,14.8,0.0,44
A001,2023-10-24,32.9,25.1,0.0,80
A001,2023-05-07,32.5,26.1,0.0,32
D004,2023-05-05,20.3,12.1,0.0,46
C003,2023-06-03,29.8,18.6,0.0,37
D004,2023-10-18,21.7,7.5,0.0,83
A001,2023-11-30,33.5,19.7,0.0,82
C003,2023-05-13,22.6,7.7,0.0,67
E005,2023-08-19,29.3,23.6,0.0,89
E005,2023-01-18,33.9,29.5,0.0,74
C003,2023-01-06,33.4,25.6,0.0,31
B002,2023-02-27,24.4,9.5,24.4,80
E005,2023-03-30,30.0,25.6,19.6,77
D004,2023-06-21,33.3,24.6,0.0,72
D004,2023-02-25,22.7,7.9,0.0,85
D004,2023-02-23,24.1,18.0,9.0,48
C003,2023-12-31,23.8,15.0,0.0,61
C003,2023-06-14,35.0,27.0,2.3,31
C003,2023-04-22,20.9,10.9,12.2,75
C003,2023-11-13,34.5,22.0,10.2,34
A001,2023-05-06,29.0,21.8,0.0,53
A001,2023-10-18,32.2,26.7,0.0,79
B002,2023-12-07,22.6,10.1,0.0,45
D004,2023-11-22,29.1,20.3,10.1,30
B002,2023-05-11,23.1,16.7,0.0,48
A001,2023-06-07,30.0,18.5,0.0,78
C003,2023-04-19,22.3,17.2,0.0,82
E005,2023-04-23,29.2,24.1,0.0,73
C003,2023-11-15,23.2,16.0,0.0,51
A001,2023-08-23,25.4,18.3,0.0,75
E005,2023-03-28,29.8,26.6,0.0,72
A001,2023-10-31,27.5,18.2,0.0,53
B002,2023-04-19,34.2,23.4,0.0,30
D004,2023-03-29,30.7,20.1,0.0,85
A001,2023-03-27,29.0,14.7,0.0,44
A001,2023-03-22,27.3,14.9,0.0,80
D004,2023-12-17,28.0,20.5,0.0,66
A001,2023-11-05,33.6,22.8,0.0,54
C003,2023-09-06,28.2,22.2,0.0,46
B002,2023-07-26,33.6,20.0,0.0,81
D004,2023-01-17,26.4,14.7,9.6,36
B002,2023-03-02,34.0,28.2,0.0,45
A001,2023-08-16,25.9,11.8,0.0,75
C003,2023-12-19,34.0,27.2,0.0,48
B002,2023-03-11,25.0,14.5,9.8,83
B002,2023-07-06,22.6,14.3,0.0,64
E005,2023-04-18,32.1,25.0,0.0,77
D004,2023-07-20,31.3,25.0,0.0,71
B002,2023-08-02,33.0,23.6,0.0,50
D004,2023-09-15,30.3,21.8,24.5,79
E005,2023-04-04,31.6,27.2,0.0,72
B002,2023-05-16,32.0,21.6,0.0,53
E005,2023-11-28,37.7,32.3,0.0,89
E005,2023-07-26,31.3,25.1,0.0,76
D004,2023-10-16,22.4,10.6,0.9,70
A001,2023-12-10,24.5,9.9,10.8,37
D004,2023-10-21,28.3,16.8,0.0,69
D004,2023-11-16,22.3,8.8,0.0,83
C003,2023-03-25,20.7,12.7,1.7,84
A001,2023-03-18,23.7,9.2,0.0,78
E005,2023-01-18,35.6,30.1,0.0,73
B002,2023-09-17,20.5,6.5,11.9,62
E005,2023-08-04,30.5,26.4,0.0,77
E005,2023-01-03,32.2,26.2,0.0,80
E005,2023-07-23,35.8,32.4,0.0,91
C003,2023-01-05,32.5,24.0,0.0,38
E005,2023-08-09,33.9,30.4,0.0,87
D004,2023-07-16,26.6,19.1,24.1,35
D004,2023-08-15,25.6,14.5,0.0,32
D004,2023-08-24,33.4,24.7,0.0,71
E005,2023-11-21,36.2,29.3,0.0,81
B002,2023-04-28,24.4,16.8,0.0,57
D004,2023-07-15,25.8,16.6,0.0,37
C003,2023-10-05,30.0,19.8,0.0,33
A001,2023-07-22,32.3,19.0,14.5,81
C003,2023-01-14,23.7,16.7,13.6,59
E005,2023-04-21,35.6,29.5,0.0,76
A001,2023-07-01,21.5,7.2,0.0,59
E005,2023-04-14,36.8,31.6,3.1,85
D004,2023-03-25,21.9,11.2,0.0,47
E005,2023-01-19,37.1,31.8,13.2,81
A001,2023-10-10,27.5,18.4,12.8,33
D004,2023-01-19,23.0,15.4,11.5,30
E005,2023-10-16,34.5,27.2,10.8,85
E005,2023-09-10,36.2,29.4,0.0,75
C003,2023-03-04,30.6,18.3,0.0,83
C003,2023-11-25,20.5,7.9,0.0,35
D004,2023-03-06,24.4,17.8,8.9,31
C003,2023-06-25,24.7,19.3,0.0,47
E005,2023-06-21,37.8,32.8,0.0,87
B002,2023-06-20,23.7,9.8,0.0,48
D004,2023-01-25,33.2,27.4,0.0,33
D004,2023-11-01,30.1,19.6,0.0,82
B002,2023-04-04,25.0,14.2,0.0,57
B002,2023-04-08,34.9,25.0,0.0,40
E005,2023-12-20,34.2,30.4,0.0,73
A001,2023-08-28,28.0,19.7,0.0,85
C003,2023-02-13,29.3,18.3,0.0,56
D004,2023-07-21,26.2,17.2,0.0,47
C003,2023-11-11,27.6,21.6,0.0,46
B002,2023-12-02,24.2,14.2,17.8,50
B002,2023-09-06,24.0,9.3,15.1,44
E005,2023-07-30,37.3,33.6,0.0,95
A001,2023-05-11,21.5,16.2,0.0,72
E005,2023-12-28,35.9,30.1,21.3,77
C003,2023-01-10,25.0,14.1,21.0,78
B002,2023-04-02,24.6,11.8,0.0,30
D004,2023-06-24,22.4,8.9,16.4,36
C003,2023-07-27,31.7,24.9,7.7,49
C003,2023-03-24,34.5,22.4,0.0,40
B002,2023-07-08,25.0,10.6,0.0,33
E005,2023-09-09,34.7,30.8,0.2,79
E005,2023-04-26,29.1,23.9,0.0,80
B002,2023-03-08,23.3,9.5,0.0,68
C003,2023-03-14,21.4,10.6,1.9,32
C003,2023-03-13,25.9,17.5,14.8,67
B002,2023-07-05,25.6,13.9,0.0,59
C003,2023-08-13,24.7,17.8,18.1,70
C003,2023-05-23,31.1,19.5,0.0,70
E005,2023-12-05,29.2,24.7,0.0,81
C003,2023-04-21,33.6,28.4,19.5,31
A001,2023-08-07,27.2,18.2,5.4,50
A001,2023-11-09,21.4,15.8,0.0,34
A001,2023-05-23,20.7,14.1,0.0,43
A001,2023-01-23,34.6,21.3,0.0,41
A001,2023-02-11,21.4,7.3,0.0,79
E005,2023-06-19,32.0,27.7,0.0,85
A001,2023-04-03,21.5,14.4,0.0,78
C003,2023-09-08,34.4,23.5,0.0,70
D004,2023-10-30,23.9,9.0,22.8,66
B002,2023-10-19,27.8,18.7,0.0,77
B002,2023-09-12,26.4,18.5,0.0,48
B002,2023-06-02,24.7,10.3,0.0,84
A001,2023-08-14,22.0,15.2,0.0,69
E005,2023-05-16,31.0,24.6,0.0,78
E005,2023-09-14,28.2,21.6,0.0,84
D004,2023-05-29,22.6,14.1,0.0,44
C003,2023-12-15,34.6,19.7,0.0,85
A001,2023-04-12,26.2,11.8,0.0,41
C003,2023-09-27,25.0,10.9,0.0,74
E005,2023-01-01,29.0,23.7,0.0,80
E005,2023-03-17,30.2,23.8,0.0,89
D004,2023-01-18,31.3,19.5,6.0,33
B002,2023-04-12,22.7,16.4,7.7,75
A001,2023-05-23,27.5,22.3,0.0,51
B002,2023-02-14,32.3,17.7,13.9,52
A001,2023-06-14,31.8,18.6,0.0,44
B002,2023-03-26,32.6,18.7,8.5,57
A001,2023-10-12,34.1,19.3,0.0,67
E005,2023-05-07,28.7,24.7,0.0,79
B002,2023-09-21,34.7,27.8,16.7,39
A001,2023-01-24,24.1,15.1,0.0,78
B002,2023-10-16,32.9,27.5,14.3,76
C003,2023-03-24,26.6,15.7,0.0,72
D004,2023-08-01,21.2,10.2,0.0,54
D004,2023-08-15,33.0,18.0,13.4,55
A001,2023-07-09,26.3,12.4,0.0,61
C003,2023-03-21,25.9,18.4,0.0,41
A001,2023-07-08,27.6,15.1,0.0,60
D004,2023-07-26,22.8,17.2,21.0,39
D004,2023-09-13,20.6,14.2,0.0,66
